Banner;Index;Item;Item Type;Item Rarity;Date
Permanent;350;Slingshot;Weapon;3;2020-11-14T11:58:07Z
Permanent;351;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-14T11:58:11Z
Permanent;352;Skyrider Sword;Weapon;3;2020-11-14T19:14:55Z
Permanent;353;Black Tassel;Weapon;3;2020-11-15T12:13:07Z
Permanent;354;Debate Club;Weapon;3;2020-11-16T08:55:47Z
Permanent;355;Cool Steel;Weapon;3;2020-11-16T08:55:53Z
Permanent;356;Ferrous Shadow;Weapon;3;2020-11-16T12:26:01Z
Permanent;357;Favonius Greatsword;Weapon;4;2020-11-16T14:32:54Z
Permanent;358;Harbinger of Dawn;Weapon;3;2020-11-17T19:37:38Z
Permanent;359;Slingshot;Weapon;3;2020-11-17T19:37:47Z
Permanent;360;Emerald Orb;Weapon;3;2020-11-18T10:16:02Z
Permanent;361;Debate Club;Weapon;3;2020-11-18T10:16:07Z
Permanent;362;Skyrider Sword;Weapon;3;2020-11-18T14:01:33Z
Permanent;363;Debate Club;Weapon;3;2020-11-18T22:41:36Z
Permanent;364;Ferrous Shadow;Weapon;3;2020-11-18T22:41:36Z
Permanent;365;Magic Guide;Weapon;3;2020-11-18T22:41:36Z
Permanent;366;Razor;Character;4;2020-11-18T22:41:36Z
Permanent;367;Black Tassel;Weapon;3;2020-11-18T22:41:36Z
Permanent;368;Black Tassel;Weapon;3;2020-11-18T22:41:36Z
Permanent;369;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-18T22:41:36Z
Permanent;370;Sharpshooter's Oath;Weapon;3;2020-11-18T22:41:36Z
Permanent;371;Bloodtainted Greatsword;Weapon;3;2020-11-18T22:41:36Z
Permanent;372;Debate Club;Weapon;3;2020-11-18T22:41:36Z
Permanent;373;Black Tassel;Weapon;3;2020-11-18T22:41:42Z
Permanent;374;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-18T22:41:42Z
Permanent;375;Ferrous Shadow;Weapon;3;2020-11-18T22:41:42Z
Permanent;376;Noelle;Character;4;2020-11-18T22:41:42Z
Permanent;377;Raven Bow;Weapon;3;2020-11-18T22:41:42Z
Permanent;378;Skyrider Sword;Weapon;3;2020-11-18T22:41:42Z
Permanent;379;Black Tassel;Weapon;3;2020-11-18T22:41:42Z
Permanent;380;Magic Guide;Weapon;3;2020-11-18T22:41:42Z
Permanent;381;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-18T22:41:42Z
Permanent;382;Ferrous Shadow;Weapon;3;2020-11-18T22:41:42Z
Permanent;383;Sharpshooter's Oath;Weapon;3;2020-11-18T22:41:46Z
Permanent;384;Sharpshooter's Oath;Weapon;3;2020-11-18T22:41:46Z
Permanent;385;Emerald Orb;Weapon;3;2020-11-18T22:41:46Z
Permanent;386;The Flute;Weapon;4;2020-11-18T22:41:46Z
Permanent;387;Debate Club;Weapon;3;2020-11-18T22:41:46Z
Permanent;388;Skyrider Sword;Weapon;3;2020-11-18T22:41:46Z
Permanent;389;Magic Guide;Weapon;3;2020-11-18T22:41:46Z
Permanent;390;Skyrider Sword;Weapon;3;2020-11-18T22:41:46Z
Permanent;391;Ferrous Shadow;Weapon;3;2020-11-18T22:41:46Z
Permanent;392;Bloodtainted Greatsword;Weapon;3;2020-11-18T22:41:46Z
Permanent;393;Ferrous Shadow;Weapon;3;2020-11-18T22:41:51Z
Permanent;394;Skyrider Sword;Weapon;3;2020-11-18T22:41:51Z
Permanent;395;Barbara;Character;4;2020-11-18T22:41:51Z
Permanent;396;Sharpshooter's Oath;Weapon;3;2020-11-18T22:41:51Z
Permanent;397;Ferrous Shadow;Weapon;3;2020-11-18T22:41:51Z
Permanent;398;Emerald Orb;Weapon;3;2020-11-18T22:41:51Z
Permanent;399;Black Tassel;Weapon;3;2020-11-18T22:41:51Z
Permanent;400;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-18T22:41:51Z
Permanent;401;Debate Club;Weapon;3;2020-11-18T22:41:51Z
Permanent;402;Skyrider Sword;Weapon;3;2020-11-18T22:41:51Z
Permanent;403;Keqing;Character;5;2020-11-18T22:41:55Z
Permanent;404;Magic Guide;Weapon;3;2020-11-18T22:41:55Z
Permanent;405;Favonius Warbow;Weapon;4;2020-11-18T22:41:55Z
Permanent;406;Bloodtainted Greatsword;Weapon;3;2020-11-18T22:41:55Z
Permanent;407;Raven Bow;Weapon;3;2020-11-18T22:41:55Z
Permanent;408;Sharpshooter's Oath;Weapon;3;2020-11-18T22:41:55Z
Permanent;409;Cool Steel;Weapon;3;2020-11-18T22:41:55Z
Permanent;410;Sharpshooter's Oath;Weapon;3;2020-11-18T22:41:55Z
Permanent;411;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-18T22:41:55Z
Permanent;412;Magic Guide;Weapon;3;2020-11-18T22:41:55Z
Permanent;413;Magic Guide;Weapon;3;2020-11-18T22:43:19Z
Permanent;414;Fischl;Character;4;2020-11-18T22:43:23Z
Permanent;415;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-18T22:43:27Z
Permanent;416;Ferrous Shadow;Weapon;3;2020-11-18T22:43:30Z
Permanent;417;Harbinger of Dawn;Weapon;3;2020-11-18T22:43:33Z
Permanent;418;Sharpshooter's Oath;Weapon;3;2020-11-19T09:30:32Z
Permanent;419;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-19T09:52:33Z
Permanent;420;Black Tassel;Weapon;3;2020-11-19T21:51:05Z
Permanent;421;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-19T21:51:05Z
Permanent;422;Ferrous Shadow;Weapon;3;2020-11-19T21:51:05Z
Permanent;423;Harbinger of Dawn;Weapon;3;2020-11-19T21:51:05Z
Permanent;424;Lion's Roar;Weapon;4;2020-11-19T21:51:05Z
Permanent;425;Black Tassel;Weapon;3;2020-11-19T21:51:05Z
Permanent;426;Emerald Orb;Weapon;3;2020-11-19T21:51:05Z
Permanent;427;Slingshot;Weapon;3;2020-11-19T21:51:05Z
Permanent;428;Black Tassel;Weapon;3;2020-11-19T21:51:05Z
Permanent;429;Slingshot;Weapon;3;2020-11-19T21:51:05Z
Permanent;430;Bloodtainted Greatsword;Weapon;3;2020-11-19T21:51:11Z
Permanent;431;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-19T21:51:11Z
Permanent;432;Bloodtainted Greatsword;Weapon;3;2020-11-19T21:51:11Z
Permanent;433;Cool Steel;Weapon;3;2020-11-19T21:51:11Z
Permanent;434;Barbara;Character;4;2020-11-19T21:51:11Z
Permanent;435;Harbinger of Dawn;Weapon;3;2020-11-19T21:51:11Z
Permanent;436;Slingshot;Weapon;3;2020-11-19T21:51:11Z
Permanent;437;Skyrider Sword;Weapon;3;2020-11-19T21:51:11Z
Permanent;438;Bloodtainted Greatsword;Weapon;3;2020-11-19T21:51:11Z
Permanent;439;Sharpshooter's Oath;Weapon;3;2020-11-19T21:51:11Z
Permanent;440;Skyrider Sword;Weapon;3;2020-11-19T21:51:15Z
Permanent;441;Bloodtainted Greatsword;Weapon;3;2020-11-19T21:51:15Z
Permanent;442;Raven Bow;Weapon;3;2020-11-19T21:51:15Z
Permanent;443;Sacrificial Bow;Weapon;4;2020-11-19T21:51:15Z
Permanent;444;Slingshot;Weapon;3;2020-11-19T21:51:15Z
Permanent;445;Debate Club;Weapon;3;2020-11-19T21:51:15Z
Permanent;446;Slingshot;Weapon;3;2020-11-19T21:51:15Z
Permanent;447;Slingshot;Weapon;3;2020-11-19T21:51:15Z
Permanent;448;Sharpshooter's Oath;Weapon;3;2020-11-19T21:51:15Z
Permanent;449;Debate Club;Weapon;3;2020-11-19T21:51:15Z
Permanent;450;Raven Bow;Weapon;3;2020-11-19T21:51:19Z
Permanent;451;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-19T21:51:19Z
Permanent;452;Slingshot;Weapon;3;2020-11-19T21:51:19Z
Permanent;453;Bennett;Character;4;2020-11-19T21:51:19Z
Permanent;454;Skyrider Sword;Weapon;3;2020-11-19T21:51:19Z
Permanent;455;Debate Club;Weapon;3;2020-11-19T21:51:19Z
Permanent;456;Emerald Orb;Weapon;3;2020-11-19T21:51:19Z
Permanent;457;Harbinger of Dawn;Weapon;3;2020-11-19T21:51:19Z
Permanent;458;Emerald Orb;Weapon;3;2020-11-19T21:51:19Z
Permanent;459;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-19T21:51:19Z
Permanent;460;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-19T21:51:24Z
Permanent;461;Harbinger of Dawn;Weapon;3;2020-11-19T21:51:24Z
Permanent;462;The Stringless;Weapon;4;2020-11-19T21:51:24Z
Permanent;463;Emerald Orb;Weapon;3;2020-11-19T21:51:24Z
Permanent;464;Sharpshooter's Oath;Weapon;3;2020-11-19T21:51:24Z
Permanent;465;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-19T21:51:24Z
Permanent;466;Slingshot;Weapon;3;2020-11-19T21:51:24Z
Permanent;467;Bloodtainted Greatsword;Weapon;3;2020-11-19T21:51:24Z
Permanent;468;Black Tassel;Weapon;3;2020-11-19T21:51:24Z
Permanent;469;Harbinger of Dawn;Weapon;3;2020-11-19T21:51:24Z
Permanent;470;Sharpshooter's Oath;Weapon;3;2020-11-19T21:51:41Z
Permanent;471;Xingqiu;Character;4;2020-11-19T21:51:46Z
Permanent;472;Magic Guide;Weapon;3;2020-11-19T21:51:52Z
Permanent;473;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-19T21:52:03Z
Permanent;474;Debate Club;Weapon;3;2020-11-20T09:22:17Z
Permanent;475;Ferrous Shadow;Weapon;3;2020-11-20T13:09:04Z
Permanent;476;Sharpshooter's Oath;Weapon;3;2020-11-20T13:09:04Z
Permanent;477;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-20T13:09:04Z
Permanent;478;Slingshot;Weapon;3;2020-11-20T13:09:04Z
Permanent;479;Raven Bow;Weapon;3;2020-11-20T13:09:04Z
Permanent;480;The Bell;Weapon;4;2020-11-20T13:09:04Z
Permanent;481;Harbinger of Dawn;Weapon;3;2020-11-20T13:09:04Z
Permanent;482;Wolf's Gravestone;Weapon;5;2020-11-20T13:09:04Z
Permanent;483;Emerald Orb;Weapon;3;2020-11-20T13:09:04Z
Permanent;484;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-20T13:09:04Z
Permanent;485;Raven Bow;Weapon;3;2020-11-20T13:09:20Z
Permanent;486;Bloodtainted Greatsword;Weapon;3;2020-11-20T13:09:23Z
Permanent;487;Slingshot;Weapon;3;2020-11-20T13:09:27Z
Permanent;488;Skyrider Sword;Weapon;3;2020-11-20T13:09:30Z
Permanent;489;Sharpshooter's Oath;Weapon;3;2020-11-20T13:09:44Z
Permanent;490;Kaeya;Character;4;2020-11-20T13:09:49Z
Permanent;491;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-20T13:09:53Z
Permanent;492;Raven Bow;Weapon;3;2020-11-21T15:53:11Z
Permanent;493;Raven Bow;Weapon;3;2020-11-22T18:00:43Z
Permanent;494;Sharpshooter's Oath;Weapon;3;2020-11-22T21:27:41Z
Permanent;495;Raven Bow;Weapon;3;2020-11-23T13:17:48Z
Permanent;496;Raven Bow;Weapon;3;2020-11-23T13:17:56Z
Permanent;497;Ferrous Shadow;Weapon;3;2020-11-23T13:22:13Z
Permanent;498;Harbinger of Dawn;Weapon;3;2020-11-23T13:22:13Z
Permanent;499;Rainslasher;Weapon;4;2020-11-23T13:22:13Z
Permanent;500;Cool Steel;Weapon;3;2020-11-23T13:22:13Z
Permanent;501;Harbinger of Dawn;Weapon;3;2020-11-23T13:22:13Z
Permanent;502;Slingshot;Weapon;3;2020-11-23T13:22:13Z
Permanent;503;Skyrider Sword;Weapon;3;2020-11-23T13:22:13Z
Permanent;504;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-23T13:22:13Z
Permanent;505;Ferrous Shadow;Weapon;3;2020-11-23T13:22:13Z
Permanent;506;Bloodtainted Greatsword;Weapon;3;2020-11-23T13:22:13Z
Permanent;507;Magic Guide;Weapon;3;2020-11-23T13:22:19Z
Permanent;508;Razor;Character;4;2020-11-23T13:22:19Z
Permanent;509;Bloodtainted Greatsword;Weapon;3;2020-11-23T13:22:19Z
Permanent;510;Sharpshooter's Oath;Weapon;3;2020-11-23T13:22:19Z
Permanent;511;Magic Guide;Weapon;3;2020-11-23T13:22:19Z
Permanent;512;Sharpshooter's Oath;Weapon;3;2020-11-23T13:22:19Z
Permanent;513;Debate Club;Weapon;3;2020-11-23T13:22:19Z
Permanent;514;Black Tassel;Weapon;3;2020-11-23T13:22:19Z
Permanent;515;Harbinger of Dawn;Weapon;3;2020-11-23T13:22:19Z
Permanent;516;Sharpshooter's Oath;Weapon;3;2020-11-23T13:22:19Z
Permanent;517;Favonius Codex;Weapon;4;2020-11-23T13:22:25Z
Permanent;518;Bloodtainted Greatsword;Weapon;3;2020-11-23T13:22:25Z
Permanent;519;Ferrous Shadow;Weapon;3;2020-11-23T13:22:25Z
Permanent;520;Black Tassel;Weapon;3;2020-11-23T13:22:25Z
Permanent;521;Bloodtainted Greatsword;Weapon;3;2020-11-23T13:22:25Z
Permanent;522;Black Tassel;Weapon;3;2020-11-23T13:22:25Z
Permanent;523;Black Tassel;Weapon;3;2020-11-23T13:22:25Z
Permanent;524;Skyrider Sword;Weapon;3;2020-11-23T13:22:25Z
Permanent;525;Sharpshooter's Oath;Weapon;3;2020-11-23T13:22:25Z
Permanent;526;Lisa;Character;4;2020-11-23T13:22:25Z
Permanent;527;Cool Steel;Weapon;3;2020-11-23T13:22:31Z
Permanent;528;Harbinger of Dawn;Weapon;3;2020-11-23T13:22:31Z
Permanent;529;Ferrous Shadow;Weapon;3;2020-11-23T13:22:31Z
Permanent;530;Skyrider Sword;Weapon;3;2020-11-23T13:22:31Z
Permanent;531;Cool Steel;Weapon;3;2020-11-23T13:22:31Z
Permanent;532;Ferrous Shadow;Weapon;3;2020-11-23T13:22:31Z
Permanent;533;Emerald Orb;Weapon;3;2020-11-23T13:22:31Z
Permanent;534;Skyrider Sword;Weapon;3;2020-11-23T13:22:31Z
Permanent;535;Sacrificial Fragments;Weapon;4;2020-11-23T13:22:31Z
Permanent;536;Debate Club;Weapon;3;2020-11-23T13:22:31Z
Permanent;537;Bloodtainted Greatsword;Weapon;3;2020-11-23T13:22:48Z
Permanent;538;Emerald Orb;Weapon;3;2020-11-23T13:22:48Z
Permanent;539;Raven Bow;Weapon;3;2020-11-23T13:22:48Z
Permanent;540;Black Tassel;Weapon;3;2020-11-23T13:22:48Z
Permanent;541;Debate Club;Weapon;3;2020-11-23T13:22:48Z
Permanent;542;Bloodtainted Greatsword;Weapon;3;2020-11-23T13:22:48Z
Permanent;543;Black Tassel;Weapon;3;2020-11-23T13:22:48Z
Permanent;544;Sharpshooter's Oath;Weapon;3;2020-11-23T13:22:48Z
Permanent;545;Xiangling;Character;4;2020-11-23T13:22:48Z
Permanent;546;Eye of Perception;Weapon;4;2020-11-23T13:22:48Z
Permanent;547;Slingshot;Weapon;3;2020-11-23T13:22:54Z
Permanent;548;Skyrider Sword;Weapon;3;2020-11-23T13:22:58Z
Permanent;549;Cool Steel;Weapon;3;2020-11-23T13:23:06Z
Permanent;550;Debate Club;Weapon;3;2020-11-23T13:23:09Z
Permanent;551;Slingshot;Weapon;3;2020-11-23T13:28:48Z
Permanent;552;Debate Club;Weapon;3;2020-11-23T13:28:53Z
Permanent;553;Slingshot;Weapon;3;2020-11-23T13:28:59Z
Permanent;554;Skyrider Sword;Weapon;3;2020-11-23T13:29:04Z
Permanent;555;Sacrificial Fragments;Weapon;4;2020-11-23T13:29:07Z
Permanent;556;Qiqi;Character;5;2020-11-23T13:29:11Z
Permanent;557;Harbinger of Dawn;Weapon;3;2020-11-23T13:29:39Z
Permanent;558;Cool Steel;Weapon;3;2020-11-23T13:29:43Z
Permanent;559;Slingshot;Weapon;3;2020-11-23T13:29:47Z
Permanent;560;Cool Steel;Weapon;3;2020-11-23T13:29:51Z
Permanent;561;Emerald Orb;Weapon;3;2020-11-23T13:29:55Z
Permanent;562;Bloodtainted Greatsword;Weapon;3;2020-11-23T13:30:00Z
Permanent;563;Ferrous Shadow;Weapon;3;2020-11-23T13:30:05Z
Permanent;564;Beidou;Character;4;2020-11-23T13:30:09Z
Permanent;565;Emerald Orb;Weapon;3;2020-11-23T16:19:39Z
Permanent;566;Ferrous Shadow;Weapon;3;2020-11-23T16:20:01Z
Permanent;567;Xiangling;Character;4;2020-11-23T18:20:53Z
Permanent;568;Harbinger of Dawn;Weapon;3;2020-11-23T18:20:53Z
Permanent;569;Debate Club;Weapon;3;2020-11-23T18:20:53Z
Permanent;570;Debate Club;Weapon;3;2020-11-23T18:20:53Z
Permanent;571;Raven Bow;Weapon;3;2020-11-23T18:20:53Z
Permanent;572;Black Tassel;Weapon;3;2020-11-23T18:20:53Z
Permanent;573;Xingqiu;Character;4;2020-11-23T18:20:53Z
Permanent;574;Raven Bow;Weapon;3;2020-11-23T18:20:53Z
Permanent;575;Ferrous Shadow;Weapon;3;2020-11-23T18:20:53Z
Permanent;576;Skyrider Sword;Weapon;3;2020-11-23T18:20:53Z
Permanent;577;Sharpshooter's Oath;Weapon;3;2020-11-23T18:20:58Z
Permanent;578;Skyward Pride;Weapon;5;2020-11-23T18:20:58Z
Permanent;579;Magic Guide;Weapon;3;2020-11-23T18:20:58Z
Permanent;580;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-23T18:20:58Z
Permanent;581;Slingshot;Weapon;3;2020-11-23T18:20:58Z
Permanent;582;Magic Guide;Weapon;3;2020-11-23T18:20:58Z
Permanent;583;Rainslasher;Weapon;4;2020-11-23T18:20:58Z
Permanent;584;Fischl;Character;4;2020-11-23T18:20:58Z
Permanent;585;Sharpshooter's Oath;Weapon;3;2020-11-23T18:20:58Z
Permanent;586;Black Tassel;Weapon;3;2020-11-23T18:20:58Z
Permanent;587;Emerald Orb;Weapon;3;2020-11-23T18:21:03Z
Permanent;588;Magic Guide;Weapon;3;2020-11-23T18:21:03Z
Permanent;589;Magic Guide;Weapon;3;2020-11-23T18:21:03Z
Permanent;590;Skyrider Sword;Weapon;3;2020-11-23T18:21:03Z
Permanent;591;Ferrous Shadow;Weapon;3;2020-11-23T18:21:03Z
Permanent;592;Bloodtainted Greatsword;Weapon;3;2020-11-23T18:21:03Z
Permanent;593;Sharpshooter's Oath;Weapon;3;2020-11-23T18:21:03Z
Permanent;594;Kaeya;Character;4;2020-11-23T18:21:03Z
Permanent;595;Keqing;Character;5;2020-11-23T18:21:03Z
Permanent;596;Slingshot;Weapon;3;2020-11-23T18:21:03Z
Permanent;597;Ferrous Shadow;Weapon;3;2020-11-23T18:21:08Z
Permanent;598;Emerald Orb;Weapon;3;2020-11-23T18:21:08Z
Permanent;599;Black Tassel;Weapon;3;2020-11-23T18:21:08Z
Permanent;600;Harbinger of Dawn;Weapon;3;2020-11-23T18:21:08Z
Permanent;601;Ferrous Shadow;Weapon;3;2020-11-23T18:21:08Z
Permanent;602;Sacrificial Greatsword;Weapon;4;2020-11-23T18:21:08Z
Permanent;603;Bloodtainted Greatsword;Weapon;3;2020-11-23T18:21:08Z
Permanent;604;Skyrider Sword;Weapon;3;2020-11-23T18:21:08Z
Permanent;605;Skyrider Sword;Weapon;3;2020-11-23T18:21:08Z
Permanent;606;Ferrous Shadow;Weapon;3;2020-11-23T18:21:08Z
Permanent;607;Bloodtainted Greatsword;Weapon;3;2020-11-23T18:21:12Z
Permanent;608;Cool Steel;Weapon;3;2020-11-23T18:21:12Z
Permanent;609;Debate Club;Weapon;3;2020-11-23T18:21:12Z
Permanent;610;Ferrous Shadow;Weapon;3;2020-11-23T18:21:12Z
Permanent;611;Skyrider Sword;Weapon;3;2020-11-23T18:21:12Z
Permanent;612;Xingqiu;Character;4;2020-11-23T18:21:12Z
Permanent;613;Skyrider Sword;Weapon;3;2020-11-23T18:21:12Z
Permanent;614;Ferrous Shadow;Weapon;3;2020-11-23T18:21:12Z
Permanent;615;Black Tassel;Weapon;3;2020-11-23T18:21:12Z
Permanent;616;Harbinger of Dawn;Weapon;3;2020-11-23T18:21:12Z
Permanent;617;Sharpshooter's Oath;Weapon;3;2020-11-23T18:21:25Z
Permanent;618;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-23T18:21:28Z
Permanent;619;Magic Guide;Weapon;3;2020-11-23T18:21:31Z
Permanent;620;Magic Guide;Weapon;3;2020-11-23T18:21:34Z
Permanent;621;Harbinger of Dawn;Weapon;3;2020-11-23T18:21:37Z
Permanent;622;Sacrificial Sword;Weapon;4;2020-11-23T18:21:39Z
Permanent;623;Bloodtainted Greatsword;Weapon;3;2020-11-23T18:21:41Z
Permanent;624;Magic Guide;Weapon;3;2020-11-23T18:21:44Z
Permanent;625;Chongyun;Character;4;2020-11-24T10:43:51Z
Permanent;626;Bloodtainted Greatsword;Weapon;3;2020-11-24T10:44:29Z
Permanent;627;Debate Club;Weapon;3;2020-11-25T15:02:35Z
Permanent;628;Black Tassel;Weapon;3;2020-11-27T14:06:08Z
Permanent;629;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-27T14:06:12Z
Permanent;630;Debate Club;Weapon;3;2020-11-27T14:06:16Z
Permanent;631;Skyrider Sword;Weapon;3;2020-11-29T01:10:23Z
Permanent;632;Raven Bow;Weapon;3;2020-11-29T11:30:20Z
Permanent;633;Harbinger of Dawn;Weapon;3;2020-11-30T13:29:38Z
Permanent;634;Ningguang;Character;4;2020-11-30T13:52:04Z
Permanent;635;Black Tassel;Weapon;3;2020-12-01T10:47:46Z
Permanent;636;Sharpshooter's Oath;Weapon;3;2020-12-01T10:47:50Z
Permanent;637;Raven Bow;Weapon;3;2020-12-01T10:47:53Z
Permanent;638;Thrilling Tales of Dragon Slayers;Weapon;3;2020-12-01T10:48:13Z
Permanent;639;Ferrous Shadow;Weapon;3;2020-12-01T10:48:15Z
Permanent;640;Magic Guide;Weapon;3;2020-12-03T09:36:10Z
Permanent;641;Ferrous Shadow;Weapon;3;2020-12-03T09:36:16Z
Permanent;642;Slingshot;Weapon;3;2020-12-07T14:04:45Z
Permanent;643;Skyrider Sword;Weapon;3;2020-12-07T14:04:45Z
Permanent;644;Sacrificial Greatsword;Weapon;4;2020-12-07T14:04:45Z
Permanent;645;Emerald Orb;Weapon;3;2020-12-07T14:04:45Z
Permanent;646;Magic Guide;Weapon;3;2020-12-07T14:04:45Z
Permanent;647;Debate Club;Weapon;3;2020-12-07T14:04:45Z
Permanent;648;Thrilling Tales of Dragon Slayers;Weapon;3;2020-12-07T14:04:45Z
Permanent;649;Cool Steel;Weapon;3;2020-12-07T14:04:45Z
Permanent;650;Ferrous Shadow;Weapon;3;2020-12-07T14:04:45Z
Permanent;651;Raven Bow;Weapon;3;2020-12-07T14:04:45Z
Permanent;652;Thrilling Tales of Dragon Slayers;Weapon;3;2020-12-11T12:56:35Z
Permanent;653;Ningguang;Character;4;2020-12-11T12:56:39Z
Permanent;654;Debate Club;Weapon;3;2020-12-11T12:56:44Z
Permanent;655;Magic Guide;Weapon;3;2020-12-13T23:15:44Z
Permanent;656;Slingshot;Weapon;3;2020-12-13T23:15:51Z
Permanent;657;Ferrous Shadow;Weapon;3;2020-12-13T23:15:58Z
Permanent;658;Skyrider Sword;Weapon;3;2020-12-13T23:16:07Z
Permanent;659;Cool Steel;Weapon;3;2020-12-14T12:36:37Z
Permanent;660;Black Tassel;Weapon;3;2020-12-14T12:36:41Z
Permanent;661;Emerald Orb;Weapon;3;2020-12-14T12:36:43Z
Permanent;662;The Widsith;Weapon;4;2020-12-14T12:36:47Z
Permanent;663;Harbinger of Dawn;Weapon;3;2020-12-14T12:36:52Z
Permanent;664;Ferrous Shadow;Weapon;3;2020-12-14T12:36:56Z
Permanent;665;Cool Steel;Weapon;3;2020-12-14T17:50:20Z
Permanent;666;Ferrous Shadow;Weapon;3;2020-12-15T11:35:52Z
Permanent;667;Bloodtainted Greatsword;Weapon;3;2020-12-15T11:35:57Z
Permanent;668;Ferrous Shadow;Weapon;3;2020-12-16T17:41:47Z
Permanent;669;Magic Guide;Weapon;3;2020-12-16T17:41:54Z
Permanent;670;Sucrose;Character;4;2020-12-16T19:08:53Z
Permanent;671;Debate Club;Weapon;3;2020-12-16T19:09:16Z
Permanent;672;Harbinger of Dawn;Weapon;3;2020-12-17T11:00:10Z
Permanent;673;Qiqi;Character;5;2020-12-17T16:19:51Z
Permanent;674;Black Tassel;Weapon;3;2020-12-22T21:21:22Z
Permanent;675;Thrilling Tales of Dragon Slayers;Weapon;3;2020-12-22T21:21:22Z
Permanent;676;Debate Club;Weapon;3;2020-12-22T21:21:22Z
Permanent;677;Debate Club;Weapon;3;2020-12-22T21:21:22Z
Permanent;678;Debate Club;Weapon;3;2020-12-22T21:21:22Z
Permanent;679;Black Tassel;Weapon;3;2020-12-22T21:21:22Z
Permanent;680;Favonius Lance;Weapon;4;2020-12-22T21:21:22Z
Permanent;681;Cool Steel;Weapon;3;2020-12-22T21:21:22Z
Permanent;682;Raven Bow;Weapon;3;2020-12-22T21:21:22Z
Permanent;683;Slingshot;Weapon;3;2020-12-22T21:21:22Z
Permanent;684;Black Tassel;Weapon;3;2020-12-22T21:21:27Z
Permanent;685;Lisa;Character;4;2020-12-22T21:21:27Z
Permanent;686;Ferrous Shadow;Weapon;3;2020-12-22T21:21:27Z
Permanent;687;Emerald Orb;Weapon;3;2020-12-22T21:21:27Z
Permanent;688;Black Tassel;Weapon;3;2020-12-22T21:21:27Z
Permanent;689;Cool Steel;Weapon;3;2020-12-22T21:21:27Z
Permanent;690;Skyrider Sword;Weapon;3;2020-12-22T21:21:27Z
Permanent;691;Black Tassel;Weapon;3;2020-12-22T21:21:27Z
Permanent;692;Cool Steel;Weapon;3;2020-12-22T21:21:27Z
Permanent;693;Harbinger of Dawn;Weapon;3;2020-12-22T21:21:27Z
Permanent;694;Favonius Greatsword;Weapon;4;2020-12-22T21:21:31Z
Permanent;695;Black Tassel;Weapon;3;2020-12-22T21:21:31Z
Permanent;696;Bloodtainted Greatsword;Weapon;3;2020-12-22T21:21:31Z
Permanent;697;Magic Guide;Weapon;3;2020-12-22T21:21:31Z
Permanent;698;Raven Bow;Weapon;3;2020-12-22T21:21:31Z
Permanent;699;Cool Steel;Weapon;3;2020-12-22T21:21:31Z
Permanent;700;Ferrous Shadow;Weapon;3;2020-12-22T21:21:31Z
Permanent;701;Bloodtainted Greatsword;Weapon;3;2020-12-22T21:21:31Z
Permanent;702;Cool Steel;Weapon;3;2020-12-22T21:21:31Z
Permanent;703;Lisa;Character;4;2020-12-22T21:21:31Z
Permanent;704;Favonius Warbow;Weapon;4;2020-12-22T21:21:34Z
Permanent;705;Bloodtainted Greatsword;Weapon;3;2020-12-22T21:21:38Z
Permanent;706;Sharpshooter's Oath;Weapon;3;2020-12-24T11:34:26Z
Permanent;707;Slingshot;Weapon;3;2020-12-24T11:34:28Z
Permanent;708;Debate Club;Weapon;3;2020-12-24T15:58:59Z
Permanent;709;Harbinger of Dawn;Weapon;3;2020-12-24T15:59:04Z
Permanent;710;Bloodtainted Greatsword;Weapon;3;2020-12-28T14:31:13Z
Permanent;711;Black Tassel;Weapon;3;2021-01-01T16:54:10Z
Permanent;712;Harbinger of Dawn;Weapon;3;2021-01-01T16:54:13Z
Permanent;713;Lisa;Character;4;2021-01-01T16:54:19Z
Permanent;714;Slingshot;Weapon;3;2021-01-01T16:54:23Z
Permanent;715;Slingshot;Weapon;3;2021-01-01T16:54:26Z
Permanent;716;Ferrous Shadow;Weapon;3;2021-01-01T18:46:35Z
Permanent;717;Sharpshooter's Oath;Weapon;3;2021-01-01T20:11:16Z
