Banner;Index;Item;Item Type;Item Rarity;Date
Permanent;350;Raven Bow;Weapon;3;2020-11-14T20:57:43Z
Permanent;351;Ferrous Shadow;Weapon;3;2020-11-14T20:57:56Z
Permanent;352;Ningguang;Character;4;2020-11-14T20:57:56Z
Permanent;353;Sharpshooter's Oath;Weapon;3;2020-11-14T20:57:56Z
Permanent;354;Favonius Codex;Weapon;4;2020-11-14T20:57:56Z
Permanent;355;Slingshot;Weapon;3;2020-11-14T20:57:56Z
Permanent;356;Ferrous Shadow;Weapon;3;2020-11-14T20:57:56Z
Permanent;357;Sharpshooter's Oath;Weapon;3;2020-11-14T20:57:56Z
Permanent;358;Sharpshooter's Oath;Weapon;3;2020-11-14T20:57:56Z
Permanent;359;Magic Guide;Weapon;3;2020-11-14T20:57:56Z
Permanent;360;Noelle;Character;4;2020-11-14T20:57:56Z
Permanent;361;Raven Bow;Weapon;3;2020-11-14T20:58:06Z
Permanent;362;Ferrous Shadow;Weapon;3;2020-11-14T20:58:06Z
Permanent;363;Magic Guide;Weapon;3;2020-11-14T20:58:06Z
Permanent;364;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-14T20:58:06Z
Permanent;365;Skyrider Sword;Weapon;3;2020-11-14T20:58:06Z
Permanent;366;Sucrose;Character;4;2020-11-14T20:58:06Z
Permanent;367;Cool Steel;Weapon;3;2020-11-14T20:58:06Z
Permanent;368;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-14T20:58:06Z
Permanent;369;Harbinger of Dawn;Weapon;3;2020-11-14T20:58:06Z
Permanent;370;Sucrose;Character;4;2020-11-14T20:58:06Z
Permanent;371;Cool Steel;Weapon;3;2020-11-14T20:58:17Z
Permanent;372;Ferrous Shadow;Weapon;3;2020-11-14T20:58:17Z
Permanent;373;Cool Steel;Weapon;3;2020-11-14T20:58:17Z
Permanent;374;Harbinger of Dawn;Weapon;3;2020-11-14T20:58:17Z
Permanent;375;Slingshot;Weapon;3;2020-11-14T20:58:17Z
Permanent;376;Skyrider Sword;Weapon;3;2020-11-14T20:58:17Z
Permanent;377;Lion's Roar;Weapon;4;2020-11-14T20:58:17Z
Permanent;378;Ferrous Shadow;Weapon;3;2020-11-14T20:58:17Z
Permanent;379;Slingshot;Weapon;3;2020-11-14T20:58:17Z
Permanent;380;Lisa;Character;4;2020-11-14T20:58:17Z
Permanent;381;Debate Club;Weapon;3;2020-11-14T21:03:06Z
Permanent;382;Eye of Perception;Weapon;4;2020-11-14T21:03:06Z
Permanent;383;Cool Steel;Weapon;3;2020-11-14T21:03:06Z
Permanent;384;Emerald Orb;Weapon;3;2020-11-14T21:03:06Z
Permanent;385;Skyrider Sword;Weapon;3;2020-11-14T21:03:06Z
Permanent;386;Ferrous Shadow;Weapon;3;2020-11-14T21:03:06Z
Permanent;387;Razor;Character;4;2020-11-14T21:03:06Z
Permanent;388;Debate Club;Weapon;3;2020-11-14T21:03:06Z
Permanent;389;Harbinger of Dawn;Weapon;3;2020-11-14T21:03:06Z
Permanent;390;Sharpshooter's Oath;Weapon;3;2020-11-14T21:03:06Z
Permanent;391;Sharpshooter's Oath;Weapon;3;2020-11-15T07:24:28Z
Permanent;392;Cool Steel;Weapon;3;2020-11-16T15:48:22Z
Permanent;393;Magic Guide;Weapon;3;2020-11-16T15:48:22Z
Permanent;394;Slingshot;Weapon;3;2020-11-16T15:48:22Z
Permanent;395;Ferrous Shadow;Weapon;3;2020-11-16T15:48:22Z
Permanent;396;Sucrose;Character;4;2020-11-16T15:48:22Z
Permanent;397;Xingqiu;Character;4;2020-11-16T15:48:22Z
Permanent;398;Emerald Orb;Weapon;3;2020-11-16T15:48:22Z
Permanent;399;Skyrider Sword;Weapon;3;2020-11-16T15:48:22Z
Permanent;400;Black Tassel;Weapon;3;2020-11-16T15:48:22Z
Permanent;401;Bloodtainted Greatsword;Weapon;3;2020-11-16T15:48:22Z
Permanent;402;Raven Bow;Weapon;3;2020-11-16T15:48:47Z
Permanent;403;Debate Club;Weapon;3;2020-11-16T15:48:50Z
Permanent;404;Skyrider Sword;Weapon;3;2020-11-16T15:48:54Z
Permanent;405;Sharpshooter's Oath;Weapon;3;2020-11-18T22:48:09Z
Permanent;406;Magic Guide;Weapon;3;2020-11-18T22:48:09Z
Permanent;407;Favonius Codex;Weapon;4;2020-11-18T22:48:09Z
Permanent;408;Raven Bow;Weapon;3;2020-11-18T22:48:09Z
Permanent;409;Black Tassel;Weapon;3;2020-11-18T22:48:09Z
Permanent;410;Emerald Orb;Weapon;3;2020-11-18T22:48:09Z
Permanent;411;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-18T22:48:09Z
Permanent;412;Debate Club;Weapon;3;2020-11-18T22:48:09Z
Permanent;413;Magic Guide;Weapon;3;2020-11-18T22:48:09Z
Permanent;414;Skyrider Sword;Weapon;3;2020-11-18T22:48:09Z
Permanent;415;Black Tassel;Weapon;3;2020-11-18T22:48:15Z
Permanent;416;Skyward Pride;Weapon;5;2020-11-18T22:48:15Z
Permanent;417;Noelle;Character;4;2020-11-18T22:48:15Z
Permanent;418;Slingshot;Weapon;3;2020-11-18T22:48:15Z
Permanent;419;Cool Steel;Weapon;3;2020-11-18T22:48:15Z
Permanent;420;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-18T22:48:15Z
Permanent;421;Cool Steel;Weapon;3;2020-11-18T22:48:15Z
Permanent;422;Magic Guide;Weapon;3;2020-11-18T22:48:15Z
Permanent;423;Raven Bow;Weapon;3;2020-11-18T22:48:15Z
Permanent;424;Ferrous Shadow;Weapon;3;2020-11-18T22:48:15Z
Permanent;425;Skyrider Sword;Weapon;3;2020-11-19T16:35:14Z
Permanent;426;Slingshot;Weapon;3;2020-11-19T16:35:19Z
Permanent;427;Sacrificial Sword;Weapon;4;2020-11-19T16:35:21Z
Permanent;428;Debate Club;Weapon;3;2020-11-19T16:35:26Z
Permanent;429;Bloodtainted Greatsword;Weapon;3;2020-11-19T16:35:33Z
Permanent;430;The Flute;Weapon;4;2020-11-20T10:24:03Z
Permanent;431;Harbinger of Dawn;Weapon;3;2020-11-23T13:16:47Z
Permanent;432;Cool Steel;Weapon;3;2020-11-23T13:16:47Z
Permanent;433;Harbinger of Dawn;Weapon;3;2020-11-23T13:16:47Z
Permanent;434;Bloodtainted Greatsword;Weapon;3;2020-11-23T13:16:47Z
Permanent;435;Black Tassel;Weapon;3;2020-11-23T13:16:47Z
Permanent;436;Sharpshooter's Oath;Weapon;3;2020-11-23T13:16:47Z
Permanent;437;Razor;Character;4;2020-11-23T13:16:47Z
Permanent;438;Ferrous Shadow;Weapon;3;2020-11-23T13:16:47Z
Permanent;439;Bloodtainted Greatsword;Weapon;3;2020-11-23T13:16:47Z
Permanent;440;Sharpshooter's Oath;Weapon;3;2020-11-23T13:16:47Z
Permanent;441;Sharpshooter's Oath;Weapon;3;2020-11-23T13:16:58Z
Permanent;442;Raven Bow;Weapon;3;2020-11-23T13:16:58Z
Permanent;443;Harbinger of Dawn;Weapon;3;2020-11-23T13:16:58Z
Permanent;444;Harbinger of Dawn;Weapon;3;2020-11-23T13:16:58Z
Permanent;445;Skyrider Sword;Weapon;3;2020-11-23T13:16:58Z
Permanent;446;Cool Steel;Weapon;3;2020-11-23T13:16:58Z
Permanent;447;Bennett;Character;4;2020-11-23T13:16:58Z
Permanent;448;Emerald Orb;Weapon;3;2020-11-23T13:16:58Z
Permanent;449;Black Tassel;Weapon;3;2020-11-23T13:16:58Z
Permanent;450;Slingshot;Weapon;3;2020-11-23T13:16:58Z
Permanent;451;Harbinger of Dawn;Weapon;3;2020-11-23T13:17:03Z
Permanent;452;Emerald Orb;Weapon;3;2020-11-23T13:17:03Z
Permanent;453;Emerald Orb;Weapon;3;2020-11-23T13:17:03Z
Permanent;454;Slingshot;Weapon;3;2020-11-23T13:17:03Z
Permanent;455;Ferrous Shadow;Weapon;3;2020-11-23T13:17:03Z
Permanent;456;Sacrificial Fragments;Weapon;4;2020-11-23T13:17:03Z
Permanent;457;Sharpshooter's Oath;Weapon;3;2020-11-23T13:17:03Z
Permanent;458;Raven Bow;Weapon;3;2020-11-23T13:17:03Z
Permanent;459;Favonius Warbow;Weapon;4;2020-11-23T13:17:03Z
Permanent;460;Sharpshooter's Oath;Weapon;3;2020-11-23T13:17:03Z
Permanent;461;Ferrous Shadow;Weapon;3;2020-11-23T13:17:07Z
Permanent;462;Raven Bow;Weapon;3;2020-11-23T13:17:07Z
Permanent;463;Sharpshooter's Oath;Weapon;3;2020-11-23T13:17:07Z
Permanent;464;Black Tassel;Weapon;3;2020-11-23T13:17:07Z
Permanent;465;Slingshot;Weapon;3;2020-11-23T13:17:07Z
Permanent;466;Slingshot;Weapon;3;2020-11-23T13:17:07Z
Permanent;467;Skyrider Sword;Weapon;3;2020-11-23T13:17:07Z
Permanent;468;Razor;Character;4;2020-11-23T13:17:07Z
Permanent;469;Bloodtainted Greatsword;Weapon;3;2020-11-23T13:17:07Z
Permanent;470;Sacrificial Greatsword;Weapon;4;2020-11-23T13:17:07Z
Permanent;471;Sacrificial Greatsword;Weapon;4;2020-11-23T13:17:22Z
Permanent;472;Sharpshooter's Oath;Weapon;3;2020-11-23T13:17:22Z
Permanent;473;Magic Guide;Weapon;3;2020-11-23T13:17:22Z
Permanent;474;Bloodtainted Greatsword;Weapon;3;2020-11-23T13:17:22Z
Permanent;475;Debate Club;Weapon;3;2020-11-23T13:17:22Z
Permanent;476;Bloodtainted Greatsword;Weapon;3;2020-11-23T13:17:22Z
Permanent;477;Emerald Orb;Weapon;3;2020-11-23T13:17:22Z
Permanent;478;Magic Guide;Weapon;3;2020-11-23T13:17:22Z
Permanent;479;Bloodtainted Greatsword;Weapon;3;2020-11-23T13:17:22Z
Permanent;480;Slingshot;Weapon;3;2020-11-23T13:17:22Z
Permanent;481;Fischl;Character;4;2020-11-23T13:17:28Z
Permanent;482;Debate Club;Weapon;3;2020-11-23T13:17:34Z
Permanent;483;Bloodtainted Greatsword;Weapon;3;2020-11-23T13:17:46Z
Permanent;484;Skyrider Sword;Weapon;3;2020-11-23T13:17:49Z
Permanent;485;Emerald Orb;Weapon;3;2020-11-23T13:17:52Z
Permanent;486;Emerald Orb;Weapon;3;2020-11-23T13:17:55Z
Permanent;487;Emerald Orb;Weapon;3;2020-11-23T13:17:57Z
Permanent;488;Bloodtainted Greatsword;Weapon;3;2020-11-25T17:24:12Z
Permanent;489;Magic Guide;Weapon;3;2020-11-30T13:05:04Z
Permanent;490;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-30T14:51:15Z
Permanent;491;Favonius Codex;Weapon;4;2020-11-30T14:51:24Z
Permanent;492;Harbinger of Dawn;Weapon;3;2020-11-30T14:51:34Z
Permanent;493;Raven Bow;Weapon;3;2020-11-30T14:51:41Z
Permanent;494;Sharpshooter's Oath;Weapon;3;2020-12-01T07:32:31Z
Permanent;495;Slingshot;Weapon;3;2020-12-01T07:32:38Z
Permanent;496;Jean;Character;5;2020-12-01T07:32:44Z
Permanent;497;Sharpshooter's Oath;Weapon;3;2020-12-01T10:57:43Z
Permanent;498;Sacrificial Fragments;Weapon;4;2020-12-01T10:57:50Z
Permanent;499;Thrilling Tales of Dragon Slayers;Weapon;3;2020-12-01T10:58:01Z
Permanent;500;Skyrider Sword;Weapon;3;2020-12-01T10:58:10Z
Permanent;501;Harbinger of Dawn;Weapon;3;2020-12-02T08:32:15Z
Permanent;502;Ferrous Shadow;Weapon;3;2020-12-02T08:32:22Z
Permanent;503;Emerald Orb;Weapon;3;2020-12-02T08:34:31Z
Permanent;504;Harbinger of Dawn;Weapon;3;2020-12-05T22:38:46Z
Permanent;505;Magic Guide;Weapon;3;2020-12-05T22:38:46Z
Permanent;506;Lisa;Character;4;2020-12-05T22:38:46Z
Permanent;507;Black Tassel;Weapon;3;2020-12-05T22:38:46Z
Permanent;508;Harbinger of Dawn;Weapon;3;2020-12-05T22:38:46Z
Permanent;509;Thrilling Tales of Dragon Slayers;Weapon;3;2020-12-05T22:38:46Z
Permanent;510;Ferrous Shadow;Weapon;3;2020-12-05T22:38:46Z
Permanent;511;Skyrider Sword;Weapon;3;2020-12-05T22:38:46Z
Permanent;512;Debate Club;Weapon;3;2020-12-05T22:38:46Z
Permanent;513;Magic Guide;Weapon;3;2020-12-05T22:38:46Z
Permanent;514;Sharpshooter's Oath;Weapon;3;2020-12-05T22:38:54Z
Permanent;515;Bennett;Character;4;2020-12-05T22:38:54Z
Permanent;516;Raven Bow;Weapon;3;2020-12-05T22:38:54Z
Permanent;517;Skyrider Sword;Weapon;3;2020-12-05T22:38:54Z
Permanent;518;Thrilling Tales of Dragon Slayers;Weapon;3;2020-12-05T22:38:54Z
Permanent;519;Thrilling Tales of Dragon Slayers;Weapon;3;2020-12-05T22:38:54Z
Permanent;520;Raven Bow;Weapon;3;2020-12-05T22:38:54Z
Permanent;521;Thrilling Tales of Dragon Slayers;Weapon;3;2020-12-05T22:38:54Z
Permanent;522;Sharpshooter's Oath;Weapon;3;2020-12-05T22:38:54Z
Permanent;523;Ferrous Shadow;Weapon;3;2020-12-05T22:38:54Z
Permanent;524;Sacrificial Sword;Weapon;4;2020-12-05T22:39:02Z
Permanent;525;Magic Guide;Weapon;3;2020-12-05T22:39:02Z
Permanent;526;Raven Bow;Weapon;3;2020-12-05T22:39:02Z
Permanent;527;Wolf's Gravestone;Weapon;5;2020-12-05T22:39:02Z
Permanent;528;Bloodtainted Greatsword;Weapon;3;2020-12-05T22:39:02Z
Permanent;529;Skyrider Sword;Weapon;3;2020-12-05T22:39:02Z
Permanent;530;Raven Bow;Weapon;3;2020-12-05T22:39:02Z
Permanent;531;Bloodtainted Greatsword;Weapon;3;2020-12-05T22:39:02Z
Permanent;532;Ferrous Shadow;Weapon;3;2020-12-05T22:39:02Z
Permanent;533;Sucrose;Character;4;2020-12-05T22:39:02Z
Permanent;534;Black Tassel;Weapon;3;2020-12-05T22:39:36Z
Permanent;535;Debate Club;Weapon;3;2020-12-05T22:39:36Z
Permanent;536;Thrilling Tales of Dragon Slayers;Weapon;3;2020-12-05T22:39:36Z
Permanent;537;Ferrous Shadow;Weapon;3;2020-12-05T22:39:36Z
Permanent;538;Thrilling Tales of Dragon Slayers;Weapon;3;2020-12-05T22:39:36Z
Permanent;539;Sharpshooter's Oath;Weapon;3;2020-12-05T22:39:36Z
Permanent;540;Ferrous Shadow;Weapon;3;2020-12-05T22:39:36Z
Permanent;541;Emerald Orb;Weapon;3;2020-12-05T22:39:36Z
Permanent;542;The Stringless;Weapon;4;2020-12-05T22:39:36Z
Permanent;543;Skyrider Sword;Weapon;3;2020-12-05T22:39:36Z
Permanent;544;Debate Club;Weapon;3;2020-12-23T01:55:35Z
Permanent;545;Slingshot;Weapon;3;2020-12-23T01:55:35Z
Permanent;546;Bloodtainted Greatsword;Weapon;3;2020-12-23T01:55:35Z
Permanent;547;Slingshot;Weapon;3;2020-12-23T01:55:35Z
Permanent;548;Emerald Orb;Weapon;3;2020-12-23T01:55:35Z
Permanent;549;Sharpshooter's Oath;Weapon;3;2020-12-23T01:55:35Z
Permanent;550;Thrilling Tales of Dragon Slayers;Weapon;3;2020-12-23T01:55:35Z
Permanent;551;Xiangling;Character;4;2020-12-23T01:55:35Z
Permanent;552;Ferrous Shadow;Weapon;3;2020-12-23T01:55:35Z
Permanent;553;Harbinger of Dawn;Weapon;3;2020-12-23T01:55:35Z
Permanent;554;Black Tassel;Weapon;3;2020-12-23T01:55:46Z
Permanent;555;Debate Club;Weapon;3;2020-12-23T01:55:46Z
Permanent;556;Sharpshooter's Oath;Weapon;3;2020-12-23T01:55:46Z
Permanent;557;Dragon's Bane;Weapon;4;2020-12-23T01:55:46Z
Permanent;558;Cool Steel;Weapon;3;2020-12-23T01:55:46Z
Permanent;559;Magic Guide;Weapon;3;2020-12-23T01:55:46Z
Permanent;560;The Bell;Weapon;4;2020-12-23T01:55:46Z
Permanent;561;Harbinger of Dawn;Weapon;3;2020-12-23T01:55:46Z
Permanent;562;Thrilling Tales of Dragon Slayers;Weapon;3;2020-12-23T01:55:46Z
Permanent;563;Black Tassel;Weapon;3;2020-12-23T01:55:46Z
Permanent;564;Slingshot;Weapon;3;2020-12-23T01:55:58Z
Permanent;565;Ferrous Shadow;Weapon;3;2020-12-23T01:55:58Z
Permanent;566;Emerald Orb;Weapon;3;2020-12-23T01:55:58Z
Permanent;567;Emerald Orb;Weapon;3;2020-12-23T01:55:58Z
Permanent;568;Thrilling Tales of Dragon Slayers;Weapon;3;2020-12-23T01:55:58Z
Permanent;569;Chongyun;Character;4;2020-12-23T01:55:58Z
Permanent;570;Ferrous Shadow;Weapon;3;2020-12-23T01:55:58Z
Permanent;571;Emerald Orb;Weapon;3;2020-12-23T01:55:58Z
Permanent;572;Ferrous Shadow;Weapon;3;2020-12-23T01:55:58Z
Permanent;573;Ferrous Shadow;Weapon;3;2020-12-23T01:55:58Z
Permanent;574;Raven Bow;Weapon;3;2020-12-23T01:56:21Z
Permanent;575;Magic Guide;Weapon;3;2020-12-23T01:56:21Z
Permanent;576;Debate Club;Weapon;3;2020-12-23T01:56:21Z
Permanent;577;Harbinger of Dawn;Weapon;3;2020-12-23T01:56:21Z
Permanent;578;Harbinger of Dawn;Weapon;3;2020-12-23T01:56:21Z
Permanent;579;Sacrificial Fragments;Weapon;4;2020-12-23T01:56:21Z
Permanent;580;Black Tassel;Weapon;3;2020-12-23T01:56:21Z
Permanent;581;Bloodtainted Greatsword;Weapon;3;2020-12-23T01:56:21Z
Permanent;582;Harbinger of Dawn;Weapon;3;2020-12-23T01:56:21Z
Permanent;583;Debate Club;Weapon;3;2020-12-23T01:56:21Z
Permanent;584;Thrilling Tales of Dragon Slayers;Weapon;3;2020-12-23T02:41:06Z
Permanent;585;Thrilling Tales of Dragon Slayers;Weapon;3;2020-12-23T03:02:38Z
Permanent;586;Slingshot;Weapon;3;2020-12-23T03:02:41Z
Permanent;587;Magic Guide;Weapon;3;2020-12-23T03:02:45Z
Permanent;588;Raven Bow;Weapon;3;2020-12-23T03:02:50Z
Permanent;589;Noelle;Character;4;2020-12-23T10:17:07Z
Permanent;590;Harbinger of Dawn;Weapon;3;2020-12-23T18:47:18Z
Permanent;591;Raven Bow;Weapon;3;2020-12-23T18:47:25Z
Permanent;592;Skyrider Sword;Weapon;3;2020-12-23T18:47:30Z
Permanent;593;Magic Guide;Weapon;3;2020-12-23T20:18:31Z
Permanent;594;Sharpshooter's Oath;Weapon;3;2020-12-25T12:43:18Z
Permanent;595;Harbinger of Dawn;Weapon;3;2020-12-28T06:00:02Z
Permanent;596;Skyrider Sword;Weapon;3;2020-12-29T11:26:10Z
Permanent;597;Black Tassel;Weapon;3;2020-12-29T11:26:17Z
Permanent;598;Favonius Warbow;Weapon;4;2020-12-29T11:26:23Z
Permanent;599;Cool Steel;Weapon;3;2021-01-01T04:03:43Z
Permanent;600;Black Tassel;Weapon;3;2021-01-01T04:03:51Z
Permanent;601;Emerald Orb;Weapon;3;2021-01-01T04:03:57Z
Permanent;602;Raven Bow;Weapon;3;2021-01-01T04:04:03Z
Permanent;603;Magic Guide;Weapon;3;2021-01-01T04:04:09Z
Permanent;604;Ferrous Shadow;Weapon;3;2021-01-01T04:04:14Z
Permanent;605;Harbinger of Dawn;Weapon;3;2021-01-01T18:06:19Z
Permanent;606;Qiqi;Character;5;2021-01-01T18:14:42Z
Permanent;607;Bloodtainted Greatsword;Weapon;3;2021-01-14T17:11:50Z
Permanent;608;Rust;Weapon;4;2021-02-02T21:25:15Z
Permanent;609;Slingshot;Weapon;3;2021-02-02T21:25:21Z
Permanent;610;Slingshot;Weapon;3;2021-02-02T21:25:23Z
Permanent;611;Thrilling Tales of Dragon Slayers;Weapon;3;2021-02-02T21:25:26Z
Permanent;612;Debate Club;Weapon;3;2021-02-02T21:25:29Z
Permanent;613;Black Tassel;Weapon;3;2021-02-02T21:25:33Z
Permanent;614;Bloodtainted Greatsword;Weapon;3;2021-02-02T21:38:27Z
Character Event;1;Cool Steel;Weapon;3;2020-09-29T12:35:54Z
Character Event;2;Thrilling Tales of Dragon Slayers;Weapon;3;2020-09-29T12:35:54Z
Character Event;3;Slingshot;Weapon;3;2020-09-29T12:35:54Z
Character Event;4;Debate Club;Weapon;3;2020-09-29T12:35:54Z
Character Event;5;Cool Steel;Weapon;3;2020-09-29T12:35:54Z
Character Event;6;Cool Steel;Weapon;3;2020-09-29T12:35:54Z
Character Event;7;Bloodtainted Greatsword;Weapon;3;2020-09-29T12:35:54Z
Character Event;8;Sharpshooter's Oath;Weapon;3;2020-09-29T12:35:54Z
Character Event;9;Fischl;Character;4;2020-09-29T12:35:54Z
Character Event;10;Magic Guide;Weapon;3;2020-09-29T12:35:54Z
Character Event;11;Cool Steel;Weapon;3;2020-09-29T12:36:43Z
Character Event;12;Bloodtainted Greatsword;Weapon;3;2020-09-29T12:36:43Z
Character Event;13;Bloodtainted Greatsword;Weapon;3;2020-09-29T12:36:43Z
Character Event;14;Emerald Orb;Weapon;3;2020-09-29T12:36:43Z
Character Event;15;Harbinger of Dawn;Weapon;3;2020-09-29T12:36:43Z
Character Event;16;Bloodtainted Greatsword;Weapon;3;2020-09-29T12:36:43Z
Character Event;17;Raven Bow;Weapon;3;2020-09-29T12:36:43Z
Character Event;18;Sacrificial Sword;Weapon;4;2020-09-29T12:36:43Z
Character Event;19;Debate Club;Weapon;3;2020-09-29T12:36:43Z
Character Event;20;Sharpshooter's Oath;Weapon;3;2020-09-29T12:36:43Z
Character Event;21;Black Tassel;Weapon;3;2020-09-29T17:08:38Z
Character Event;22;Harbinger of Dawn;Weapon;3;2020-09-29T17:08:38Z
Character Event;23;Harbinger of Dawn;Weapon;3;2020-09-29T17:08:38Z
Character Event;24;Bloodtainted Greatsword;Weapon;3;2020-09-29T17:08:38Z
Character Event;25;Barbara;Character;4;2020-09-29T17:08:38Z
Character Event;26;Black Tassel;Weapon;3;2020-09-29T17:08:38Z
Character Event;27;Ferrous Shadow;Weapon;3;2020-09-29T17:08:38Z
Character Event;28;Debate Club;Weapon;3;2020-09-29T17:08:38Z
Character Event;29;Black Tassel;Weapon;3;2020-09-29T17:08:38Z
Character Event;30;Magic Guide;Weapon;3;2020-09-29T17:08:38Z
Character Event;31;Sharpshooter's Oath;Weapon;3;2020-09-30T23:09:09Z
Character Event;32;Ferrous Shadow;Weapon;3;2020-09-30T23:09:09Z
Character Event;33;Cool Steel;Weapon;3;2020-09-30T23:09:09Z
Character Event;34;Harbinger of Dawn;Weapon;3;2020-09-30T23:09:09Z
Character Event;35;Sucrose;Character;4;2020-09-30T23:09:09Z
Character Event;36;Skyrider Sword;Weapon;3;2020-09-30T23:09:09Z
Character Event;37;Thrilling Tales of Dragon Slayers;Weapon;3;2020-09-30T23:09:09Z
Character Event;38;Black Tassel;Weapon;3;2020-09-30T23:09:09Z
Character Event;39;Bloodtainted Greatsword;Weapon;3;2020-09-30T23:09:09Z
Character Event;40;Skyrider Sword;Weapon;3;2020-09-30T23:09:09Z
Character Event;41;Thrilling Tales of Dragon Slayers;Weapon;3;2020-10-01T07:51:55Z
Character Event;42;Harbinger of Dawn;Weapon;3;2020-10-01T07:51:55Z
Character Event;43;Black Tassel;Weapon;3;2020-10-01T07:51:55Z
Character Event;44;Cool Steel;Weapon;3;2020-10-01T07:51:55Z
Character Event;45;Xiangling;Character;4;2020-10-01T07:51:55Z
Character Event;46;Harbinger of Dawn;Weapon;3;2020-10-01T07:51:55Z
Character Event;47;Ferrous Shadow;Weapon;3;2020-10-01T07:51:55Z
Character Event;48;Harbinger of Dawn;Weapon;3;2020-10-01T07:51:55Z
Character Event;49;Bloodtainted Greatsword;Weapon;3;2020-10-01T07:51:55Z
Character Event;50;Bloodtainted Greatsword;Weapon;3;2020-10-01T07:51:55Z
Character Event;51;Debate Club;Weapon;3;2020-10-01T23:46:14Z
Character Event;52;Thrilling Tales of Dragon Slayers;Weapon;3;2020-10-01T23:46:28Z
Character Event;53;Magic Guide;Weapon;3;2020-10-01T23:46:58Z
Character Event;54;Eye of Perception;Weapon;4;2020-10-01T23:47:09Z
Character Event;55;Ferrous Shadow;Weapon;3;2020-10-01T23:47:17Z
Character Event;56;Debate Club;Weapon;3;2020-10-01T23:47:23Z
Character Event;57;Sharpshooter's Oath;Weapon;3;2020-10-01T23:47:28Z
Character Event;58;Cool Steel;Weapon;3;2020-10-01T23:47:32Z
Character Event;59;Magic Guide;Weapon;3;2020-10-01T23:47:36Z
Character Event;60;Slingshot;Weapon;3;2020-10-09T09:01:17Z
Character Event;61;Sharpshooter's Oath;Weapon;3;2020-10-12T12:30:41Z
Character Event;62;Black Tassel;Weapon;3;2020-10-12T12:30:41Z
Character Event;63;Barbara;Character;4;2020-10-12T12:30:41Z
Character Event;64;Cool Steel;Weapon;3;2020-10-12T12:30:41Z
Character Event;65;Sharpshooter's Oath;Weapon;3;2020-10-12T12:30:41Z
Character Event;66;Black Tassel;Weapon;3;2020-10-12T12:30:41Z
Character Event;67;Thrilling Tales of Dragon Slayers;Weapon;3;2020-10-12T12:30:41Z
Character Event;68;Sharpshooter's Oath;Weapon;3;2020-10-12T12:30:41Z
Character Event;69;Emerald Orb;Weapon;3;2020-10-12T12:30:41Z
Character Event;70;Debate Club;Weapon;3;2020-10-12T12:30:41Z
Character Event;71;Ferrous Shadow;Weapon;3;2020-10-13T11:37:05Z
Character Event;72;Raven Bow;Weapon;3;2020-10-13T11:37:05Z
Character Event;73;The Widsith;Weapon;4;2020-10-13T11:37:05Z
Character Event;74;Fischl;Character;4;2020-10-13T11:37:05Z
Character Event;75;Qiqi;Character;5;2020-10-13T11:37:05Z
Character Event;76;Debate Club;Weapon;3;2020-10-13T11:37:05Z
Character Event;77;Raven Bow;Weapon;3;2020-10-13T11:37:05Z
Character Event;78;Black Tassel;Weapon;3;2020-10-13T11:37:05Z
Character Event;79;Harbinger of Dawn;Weapon;3;2020-10-13T11:37:05Z
Character Event;80;Bloodtainted Greatsword;Weapon;3;2020-10-13T11:37:05Z
Character Event;81;Harbinger of Dawn;Weapon;3;2020-10-13T19:45:55Z
Character Event;82;Ferrous Shadow;Weapon;3;2020-11-04T22:29:56Z
Character Event;83;Ferrous Shadow;Weapon;3;2020-11-04T22:29:56Z
Character Event;84;Sucrose;Character;4;2020-11-04T22:29:56Z
Character Event;85;Thrilling Tales of Dragon Slayers;Weapon;3;2020-11-04T22:29:56Z
Character Event;86;Sharpshooter's Oath;Weapon;3;2020-11-04T22:29:56Z
Character Event;87;Cool Steel;Weapon;3;2020-11-04T22:29:56Z
Character Event;88;Slingshot;Weapon;3;2020-11-04T22:29:56Z
Character Event;89;Ferrous Shadow;Weapon;3;2020-11-04T22:29:56Z
Character Event;90;Klee;Character;5;2020-11-04T22:29:56Z
Character Event;91;Raven Bow;Weapon;3;2020-11-04T22:29:56Z
Character Event;92;Magic Guide;Weapon;3;2020-11-04T22:33:12Z
Character Event;93;Sacrificial Greatsword;Weapon;4;2020-11-04T22:33:16Z
Character Event;94;Black Tassel;Weapon;3;2020-11-04T22:33:22Z
Character Event;95;Black Tassel;Weapon;3;2020-11-04T22:33:27Z
Character Event;96;Magic Guide;Weapon;3;2020-11-04T22:33:31Z
Character Event;97;Ferrous Shadow;Weapon;3;2020-11-08T09:16:09Z
Character Event;98;Bloodtainted Greatsword;Weapon;3;2020-11-08T09:16:15Z
Character Event;99;Raven Bow;Weapon;3;2020-11-08T09:16:19Z
Character Event;100;Raven Bow;Weapon;3;2020-11-08T09:16:26Z
Character Event;101;Debate Club;Weapon;3;2020-11-08T09:16:34Z
Character Event;102;Xingqiu;Character;4;2020-11-08T09:16:42Z
